,Both,CountryCode,Secondary,Primary,Country,Mortality
53480,7.77641,,,12.28954,,
53481,7.77641,,,4.39052,,
53482,7.77641,,,3.07241,,
53483,7.77641,,,4.34201,,
53484,7.77641,,,4.15255,,
53485,7.77641,,,2.61416,,
53486,7.77641,,,6.83978,,
53487,7.77641,,,22.99368,,
53488,7.77641,,,11.03201,,
53489,7.77641,,,..,,
53490,7.77641,,,22.26003,,
53491,7.77641,,,10.66408,,
53492,7.77641,,,8.01748,,
53493,7.77641,,,3.71165,,
53494,7.77641,,,2.75513,,
53495,7.77641,,,,,
53496,7.77641,,,,,
53497,7.77641,,,,,
53498,7.77641,,,,,
53499,7.77641,,,,,
53500,7.77641,,,,,
53501,5.72372,,..,..,,
53502,5.72372,,..,15.08671,,
53503,5.72372,,..,..,,
53504,5.72372,,..,..,,
53505,5.72372,,..,6.27012,,
53506,5.72372,,..,..,,
53507,5.72372,,..,..,,
53508,5.72372,,..,..,,
53509,5.72372,,..,..,,
53510,5.72372,,..,..,,
53511,5.72372,,..,9.81407,,
53512,5.72372,,..,20.36703,,
53513,5.72372,,..,20.46128,,
53514,5.72372,,..,11.21139,,
53515,5.72372,,..,23.00016,,
53516,5.72372,,..,11.18052,,
53517,5.72372,,..,10.00761,,
53518,5.72372,,..,12.35377,,
53519,5.72372,,..,6.72871,,
53520,5.72372,,..,2.9226,,
53521,5.72372,,..,6.83978,,
53522,5.72372,,..,4.20922,,
53523,5.72372,,..,3.02331,,
53524,5.72372,,..,6.13284,,
53525,5.72372,,..,4.15171,,
53526,5.72372,,..,9.71081,,
53527,5.72372,,..,2.55844,,
53528,5.72372,,..,22.1755,,
53529,5.72372,,..,2.89136,,
53530,5.72372,,..,2.15194,,
53531,5.72372,,..,3.94069,,
53532,5.72372,,..,..,,
53533,5.72372,,..,9.81407,,
53534,5.72372,,..,12.28954,,
53535,5.72372,,..,4.39052,,
53536,5.72372,,..,3.07241,,
53537,5.72372,,..,4.34201,,
53538,5.72372,,..,4.15255,,
53539,5.72372,,..,2.61416,,
53540,5.72372,,..,6.83978,,
53541,5.72372,,..,22.99368,,
53542,5.72372,,..,11.03201,,
53543,5.72372,,..,..,,
53544,5.72372,,..,22.26003,,
53545,5.72372,,..,10.66408,,
53546,5.72372,,..,8.01748,,
53547,5.72372,,..,3.71165,,
53548,5.72372,,..,2.75513,,
53549,5.72372,,..,,,
53550,5.72372,,..,,,
53551,5.72372,,..,,,
53552,5.72372,,..,,,
53553,5.72372,,..,,,
53554,5.72372,,..,,,
53555,5.72372,,..,..,,
53556,5.72372,,..,15.08671,,
53557,5.72372,,..,..,,
53558,5.72372,,..,..,,
53559,5.72372,,..,6.27012,,
53560,5.72372,,..,..,,
53561,5.72372,,..,..,,
53562,5.72372,,..,..,,
53563,5.72372,,..,..,,
53564,5.72372,,..,..,,
53565,5.72372,,..,9.81407,,
53566,5.72372,,..,20.36703,,
53567,5.72372,,..,20.46128,,
53568,5.72372,,..,11.21139,,
53569,5.72372,,..,23.00016,,
53570,5.72372,,..,11.18052,,
53571,5.72372,,..,10.00761,,
53572,5.72372,,..,12.35377,,
53573,5.72372,,..,6.72871,,
53574,5.72372,,..,2.9226,,
53575,5.72372,,..,6.83978,,
53576,5.72372,,..,4.20922,,
53577,5.72372,,..,3.02331,,
53578,5.72372,,..,6.13284,,
53579,5.72372,,..,4.15171,,
53580,5.72372,,..,9.71081,,
53581,5.72372,,..,2.55844,,
53582,5.72372,,..,22.1755,,
53583,5.72372,,..,2.89136,,
53584,5.72372,,..,2.15194,,
53585,5.72372,,..,3.94069,,
53586,5.72372,,..,..,,
53587,5.72372,,..,9.81407,,
53588,5.72372,,..,12.28954,,
53589,5.72372,,..,4.39052,,
53590,5.72372,,..,3.07241,,
53591,5.72372,,..,4.34201,,
53592,5.72372,,..,4.15255,,
53593,5.72372,,..,2.61416,,
53594,5.72372,,..,6.83978,,
53595,5.72372,,..,22.99368,,
53596,5.72372,,..,11.03201,,
53597,5.72372,,..,..,,
53598,5.72372,,..,22.26003,,
53599,5.72372,,..,10.66408,,
53600,5.72372,,..,8.01748,,
53601,5.72372,,..,3.71165,,
53602,5.72372,,..,2.75513,,
53603,5.72372,,..,,,
53604,5.72372,,..,,,
53605,5.72372,,..,,,
53606,5.72372,,..,,,
53607,5.72372,,..,,,
53608,5.72372,,..,,,
53609,5.72372,,..,..,,
53610,5.72372,,..,15.08671,,
53611,5.72372,,..,..,,
53612,5.72372,,..,..,,
53613,5.72372,,..,6.27012,,
53614,5.72372,,..,..,,
53615,5.72372,,..,..,,
53616,5.72372,,..,..,,
53617,5.72372,,..,..,,
53618,5.72372,,..,..,,
53619,5.72372,,..,9.81407,,
53620,5.72372,,..,20.36703,,
53621,5.72372,,..,20.46128,,
53622,5.72372,,..,11.21139,,
53623,5.72372,,..,23.00016,,
53624,5.72372,,..,11.18052,,
53625,5.72372,,..,10.00761,,
53626,5.72372,,..,12.35377,,
53627,5.72372,,..,6.72871,,
53628,5.72372,,..,2.9226,,
53629,5.72372,,..,6.83978,,
53630,5.72372,,..,4.20922,,
53631,5.72372,,..,3.02331,,
53632,5.72372,,..,6.13284,,
53633,5.72372,,..,4.15171,,
53634,5.72372,,..,9.71081,,
53635,5.72372,,..,2.55844,,
53636,5.72372,,..,22.1755,,
53637,5.72372,,..,2.89136,,
53638,5.72372,,..,2.15194,,
53639,5.72372,,..,3.94069,,
53640,5.72372,,..,..,,
53641,5.72372,,..,9.81407,,
53642,5.72372,,..,12.28954,,
53643,5.72372,,..,4.39052,,
53644,5.72372,,..,3.07241,,
53645,5.72372,,..,4.34201,,
53646,5.72372,,..,4.15255,,
53647,5.72372,,..,2.61416,,
53648,5.72372,,..,6.83978,,
53649,5.72372,,..,22.99368,,
53650,5.72372,,..,11.03201,,
53651,5.72372,,..,..,,
53652,5.72372,,..,22.26003,,
53653,5.72372,,..,10.66408,,
53654,5.72372,,..,8.01748,,
53655,5.72372,,..,3.71165,,
53656,5.72372,,..,2.75513,,
53657,5.72372,,..,,,
53658,5.72372,,..,,,
53659,5.72372,,..,,,
53660,5.72372,,..,,,
53661,5.72372,,..,,,
53662,5.72372,,..,,,
53663,5.72372,,..,..,,
53664,5.72372,,..,15.08671,,
53665,5.72372,,..,..,,
53666,5.72372,,..,..,,
53667,5.72372,,..,6.27012,,
53668,5.72372,,..,..,,
53669,5.72372,,..,..,,
53670,5.72372,,..,..,,
53671,5.72372,,..,..,,
53672,5.72372,,..,..,,
53673,5.72372,,..,9.81407,,
53674,5.72372,,..,20.36703,,
53675,5.72372,,..,20.46128,,
53676,5.72372,,..,11.21139,,
53677,5.72372,,..,23.00016,,
53678,5.72372,,..,11.18052,,
53679,5.72372,,..,10.00761,,
53680,5.72372,,..,12.35377,,
53681,5.72372,,..,6.72871,,
53682,5.72372,,..,2.9226,,
53683,5.72372,,..,6.83978,,
53684,5.72372,,..,4.20922,,
53685,5.72372,,..,3.02331,,
53686,5.72372,,..,6.13284,,
53687,5.72372,,..,4.15171,,
53688,5.72372,,..,9.71081,,
53689,5.72372,,..,2.55844,,
53690,5.72372,,..,22.1755,,
53691,5.72372,,..,2.89136,,
53692,5.72372,,..,2.15194,,
53693,5.72372,,..,3.94069,,
53694,5.72372,,..,..,,
53695,5.72372,,..,9.81407,,
53696,5.72372,,..,12.28954,,
53697,5.72372,,..,4.39052,,
53698,5.72372,,..,3.07241,,
53699,5.72372,,..,4.34201,,
53700,5.72372,,..,4.15255,,
53701,5.72372,,..,2.61416,,
53702,5.72372,,..,6.83978,,
53703,5.72372,,..,22.99368,,
53704,5.72372,,..,11.03201,,
53705,5.72372,,..,..,,
53706,5.72372,,..,22.26003,,
53707,5.72372,,..,10.66408,,
53708,5.72372,,..,8.01748,,
53709,5.72372,,..,3.71165,,
53710,5.72372,,..,2.75513,,
53711,5.72372,,..,,,
53712,5.72372,,..,,,
53713,5.72372,,..,,,
53714,5.72372,,..,,,
53715,5.72372,,..,,,
53716,5.72372,,..,,,
53717,5.72372,,..,..,,
53718,5.72372,,..,15.08671,,
53719,5.72372,,..,..,,
53720,5.72372,,..,..,,
53721,5.72372,,..,6.27012,,
53722,5.72372,,..,..,,
53723,5.72372,,..,..,,
53724,5.72372,,..,..,,
53725,5.72372,,..,..,,
53726,5.72372,,..,..,,
53727,5.72372,,..,9.81407,,
53728,5.72372,,..,20.36703,,
53729,5.72372,,..,20.46128,,
53730,5.72372,,..,11.21139,,
53731,5.72372,,..,23.00016,,
53732,5.72372,,..,11.18052,,
53733,5.72372,,..,10.00761,,
53734,5.72372,,..,12.35377,,
53735,5.72372,,..,6.72871,,
53736,5.72372,,..,2.9226,,
53737,5.72372,,..,6.83978,,
53738,5.72372,,..,4.20922,,
53739,5.72372,,..,3.02331,,
53740,5.72372,,..,6.13284,,
53741,5.72372,,..,4.15171,,
53742,5.72372,,..,9.71081,,
53743,5.72372,,..,2.55844,,
53744,5.72372,,..,22.1755,,
53745,5.72372,,..,2.89136,,
53746,5.72372,,..,2.15194,,
53747,5.72372,,..,3.94069,,
53748,5.72372,,..,..,,
53749,5.72372,,..,9.81407,,
53750,5.72372,,..,12.28954,,
53751,5.72372,,..,4.39052,,
53752,5.72372,,..,3.07241,,
53753,5.72372,,..,4.34201,,
53754,5.72372,,..,4.15255,,
53755,5.72372,,..,2.61416,,
53756,5.72372,,..,6.83978,,
53757,5.72372,,..,22.99368,,
53758,5.72372,,..,11.03201,,
53759,5.72372,,..,..,,
53760,5.72372,,..,22.26003,,
53761,5.72372,,..,10.66408,,
53762,5.72372,,..,8.01748,,
53763,5.72372,,..,3.71165,,
53764,5.72372,,..,2.75513,,
53765,5.72372,,..,,,
53766,5.72372,,..,,,
53767,5.72372,,..,,,
53768,5.72372,,..,,,
53769,5.72372,,..,,,
53770,5.72372,,..,,,
53771,5.72372,,7.73983,..,,
53772,5.72372,,7.73983,15.08671,,
53773,5.72372,,7.73983,..,,
53774,5.72372,,7.73983,..,,
53775,5.72372,,7.73983,6.27012,,
53776,5.72372,,7.73983,..,,
53777,5.72372,,7.73983,..,,
53778,5.72372,,7.73983,..,,
53779,5.72372,,7.73983,..,,
53780,5.72372,,7.73983,..,,
53781,5.72372,,7.73983,9.81407,,
53782,5.72372,,7.73983,20.36703,,
53783,5.72372,,7.73983,20.46128,,
53784,5.72372,,7.73983,11.21139,,
53785,5.72372,,7.73983,23.00016,,
53786,5.72372,,7.73983,11.18052,,
53787,5.72372,,7.73983,10.00761,,
53788,5.72372,,7.73983,12.35377,,
53789,5.72372,,7.73983,6.72871,,
53790,5.72372,,7.73983,2.9226,,
53791,5.72372,,7.73983,6.83978,,
53792,5.72372,,7.73983,4.20922,,
53793,5.72372,,7.73983,3.02331,,
53794,5.72372,,7.73983,6.13284,,
53795,5.72372,,7.73983,4.15171,,
53796,5.72372,,7.73983,9.71081,,
53797,5.72372,,7.73983,2.55844,,
53798,5.72372,,7.73983,22.1755,,
53799,5.72372,,7.73983,2.89136,,
53800,5.72372,,7.73983,2.15194,,
53801,5.72372,,7.73983,3.94069,,
53802,5.72372,,7.73983,..,,
53803,5.72372,,7.73983,9.81407,,
53804,5.72372,,7.73983,12.28954,,
53805,5.72372,,7.73983,4.39052,,
53806,5.72372,,7.73983,3.07241,,
53807,5.72372,,7.73983,4.34201,,
53808,5.72372,,7.73983,4.15255,,
53809,5.72372,,7.73983,2.61416,,
53810,5.72372,,7.73983,6.83978,,
53811,5.72372,,7.73983,22.99368,,
53812,5.72372,,7.73983,11.03201,,
53813,5.72372,,7.73983,..,,
53814,5.72372,,7.73983,22.26003,,
53815,5.72372,,7.73983,10.66408,,
53816,5.72372,,7.73983,8.01748,,
53817,5.72372,,7.73983,3.71165,,
53818,5.72372,,7.73983,2.75513,,
53819,5.72372,,7.73983,,,
53820,5.72372,,7.73983,,,
53821,5.72372,,7.73983,,,
53822,5.72372,,7.73983,,,
53823,5.72372,,7.73983,,,
53824,5.72372,,7.73983,,,
53825,5.72372,,..,..,,
53826,5.72372,,..,15.08671,,
53827,5.72372,,..,..,,
53828,5.72372,,..,..,,
53829,5.72372,,..,6.27012,,
53830,5.72372,,..,..,,
53831,5.72372,,..,..,,
53832,5.72372,,..,..,,
53833,5.72372,,..,..,,
53834,5.72372,,..,..,,
53835,5.72372,,..,9.81407,,
53836,5.72372,,..,20.36703,,
53837,5.72372,,..,20.46128,,
53838,5.72372,,..,11.21139,,
53839,5.72372,,..,23.00016,,
53840,5.72372,,..,11.18052,,
53841,5.72372,,..,10.00761,,
53842,5.72372,,..,12.35377,,
53843,5.72372,,..,6.72871,,
53844,5.72372,,..,2.9226,,
53845,5.72372,,..,6.83978,,
53846,5.72372,,..,4.20922,,
53847,5.72372,,..,3.02331,,
53848,5.72372,,..,6.13284,,
53849,5.72372,,..,4.15171,,
53850,5.72372,,..,9.71081,,
53851,5.72372,,..,2.55844,,
53852,5.72372,,..,22.1755,,
53853,5.72372,,..,2.89136,,
53854,5.72372,,..,2.15194,,
53855,5.72372,,..,3.94069,,
53856,5.72372,,..,..,,
53857,5.72372,,..,9.81407,,
53858,5.72372,,..,12.28954,,
53859,5.72372,,..,4.39052,,
53860,5.72372,,..,3.07241,,
53861,5.72372,,..,4.34201,,
53862,5.72372,,..,4.15255,,
53863,5.72372,,..,2.61416,,
53864,5.72372,,..,6.83978,,
53865,5.72372,,..,22.99368,,
53866,5.72372,,..,11.03201,,
53867,5.72372,,..,..,,
53868,5.72372,,..,22.26003,,
53869,5.72372,,..,10.66408,,
53870,5.72372,,..,8.01748,,
53871,5.72372,,..,3.71165,,
53872,5.72372,,..,2.75513,,
53873,5.72372,,..,,,
53874,5.72372,,..,,,
53875,5.72372,,..,,,
53876,5.72372,,..,,,
53877,5.72372,,..,,,
53878,5.72372,,..,,,
53879,5.72372,,..,..,,
53880,5.72372,,..,15.08671,,
53881,5.72372,,..,..,,
53882,5.72372,,..,..,,
53883,5.72372,,..,6.27012,,
53884,5.72372,,..,..,,
53885,5.72372,,..,..,,
53886,5.72372,,..,..,,
53887,5.72372,,..,..,,
53888,5.72372,,..,..,,
53889,5.72372,,..,9.81407,,
53890,5.72372,,..,20.36703,,
53891,5.72372,,..,20.46128,,
53892,5.72372,,..,11.21139,,
53893,5.72372,,..,23.00016,,
53894,5.72372,,..,11.18052,,
53895,5.72372,,..,10.00761,,
53896,5.72372,,..,12.35377,,
53897,5.72372,,..,6.72871,,
53898,5.72372,,..,2.9226,,
53899,5.72372,,..,6.83978,,
53900,5.72372,,..,4.20922,,
53901,5.72372,,..,3.02331,,
53902,5.72372,,..,6.13284,,
53903,5.72372,,..,4.15171,,
53904,5.72372,,..,9.71081,,
53905,5.72372,,..,2.55844,,
53906,5.72372,,..,22.1755,,
53907,5.72372,,..,2.89136,,
53908,5.72372,,..,2.15194,,
53909,5.72372,,..,3.94069,,
53910,5.72372,,..,..,,
53911,5.72372,,..,9.81407,,
53912,5.72372,,..,12.28954,,
53913,5.72372,,..,4.39052,,
53914,5.72372,,..,3.07241,,
53915,5.72372,,..,4.34201,,
53916,5.72372,,..,4.15255,,
53917,5.72372,,..,2.61416,,
53918,5.72372,,..,6.83978,,
53919,5.72372,,..,22.99368,,
53920,5.72372,,..,11.03201,,
53921,5.72372,,..,..,,
53922,5.72372,,..,22.26003,,
53923,5.72372,,..,10.66408,,
53924,5.72372,,..,8.01748,,
53925,5.72372,,..,3.71165,,
53926,5.72372,,..,2.75513,,
53927,5.72372,,..,,,
53928,5.72372,,..,,,
53929,5.72372,,..,,,
53930,5.72372,,..,,,
53931,5.72372,,..,,,
53932,5.72372,,..,,,
53933,5.72372,,..,..,,
53934,5.72372,,..,15.08671,,
53935,5.72372,,..,..,,
53936,5.72372,,..,..,,
53937,5.72372,,..,6.27012,,
53938,5.72372,,..,..,,
53939,5.72372,,..,..,,
53940,5.72372,,..,..,,
53941,5.72372,,..,..,,
53942,5.72372,,..,..,,
53943,5.72372,,..,9.81407,,
53944,5.72372,,..,20.36703,,
53945,5.72372,,..,20.46128,,
53946,5.72372,,..,11.21139,,
53947,5.72372,,..,23.00016,,
53948,5.72372,,..,11.18052,,
53949,5.72372,,..,10.00761,,
53950,5.72372,,..,12.35377,,
53951,5.72372,,..,6.72871,,
53952,5.72372,,..,2.9226,,
53953,5.72372,,..,6.83978,,
53954,5.72372,,..,4.20922,,
53955,5.72372,,..,3.02331,,
53956,5.72372,,..,6.13284,,
53957,5.72372,,..,4.15171,,
53958,5.72372,,..,9.71081,,
53959,5.72372,,..,2.55844,,
53960,5.72372,,..,22.1755,,
53961,5.72372,,..,2.89136,,
53962,5.72372,,..,2.15194,,
53963,5.72372,,..,3.94069,,
53964,5.72372,,..,..,,
53965,5.72372,,..,9.81407,,
53966,5.72372,,..,12.28954,,
53967,5.72372,,..,4.39052,,
53968,5.72372,,..,3.07241,,
53969,5.72372,,..,4.34201,,
53970,5.72372,,..,4.15255,,
53971,5.72372,,..,2.61416,,
53972,5.72372,,..,6.83978,,
53973,5.72372,,..,22.99368,,
53974,5.72372,,..,11.03201,,
53975,5.72372,,..,..,,
53976,5.72372,,..,22.26003,,
53977,5.72372,,..,10.66408,,
53978,5.72372,,..,8.01748,,
53979,5.72372,,..,3.71165,,
53980,5.72372,,..,2.75513,,
53981,5.72372,,..,,,
53982,5.72372,,..,,,
53983,5.72372,,..,,,
53984,5.72372,,..,,,
53985,5.72372,,..,,,
53986,5.72372,,..,,,
53987,5.72372,,..,..,,
53988,5.72372,,..,15.08671,,
53989,5.72372,,..,..,,
53990,5.72372,,..,..,,
53991,5.72372,,..,6.27012,,
53992,5.72372,,..,..,,
53993,5.72372,,..,..,,
53994,5.72372,,..,..,,
53995,5.72372,,..,..,,
53996,5.72372,,..,..,,
53997,5.72372,,..,9.81407,,
53998,5.72372,,..,20.36703,,
53999,5.72372,,..,20.46128,,
54000,5.72372,,..,11.21139,,
54001,5.72372,,..,23.00016,,
54002,5.72372,,..,11.18052,,
54003,5.72372,,..,10.00761,,
54004,5.72372,,..,12.35377,,
54005,5.72372,,..,6.72871,,
54006,5.72372,,..,2.9226,,
54007,5.72372,,..,6.83978,,
54008,5.72372,,..,4.20922,,
54009,5.72372,,..,3.02331,,
54010,5.72372,,..,6.13284,,
54011,5.72372,,..,4.15171,,
54012,5.72372,,..,9.71081,,
54013,5.72372,,..,2.55844,,
54014,5.72372,,..,22.1755,,
54015,5.72372,,..,2.89136,,
54016,5.72372,,..,2.15194,,
54017,5.72372,,..,3.94069,,
54018,5.72372,,..,..,,
54019,5.72372,,..,9.81407,,
54020,5.72372,,..,12.28954,,
54021,5.72372,,..,4.39052,,
54022,5.72372,,..,3.07241,,
54023,5.72372,,..,4.34201,,
54024,5.72372,,..,4.15255,,
54025,5.72372,,..,2.61416,,
54026,5.72372,,..,6.83978,,
54027,5.72372,,..,22.99368,,
54028,5.72372,,..,11.03201,,
54029,5.72372,,..,..,,
54030,5.72372,,..,22.26003,,
54031,5.72372,,..,10.66408,,
54032,5.72372,,..,8.01748,,
54033,5.72372,,..,3.71165,,
54034,5.72372,,..,2.75513,,
54035,5.72372,,..,,,
54036,5.72372,,..,,,
54037,5.72372,,..,,,
54038,5.72372,,..,,,
54039,5.72372,,..,,,
54040,5.72372,,..,,,
54041,5.72372,,25.90122,..,,
54042,5.72372,,25.90122,15.08671,,
54043,5.72372,,25.90122,..,,
54044,5.72372,,25.90122,..,,
54045,5.72372,,25.90122,6.27012,,
54046,5.72372,,25.90122,..,,
54047,5.72372,,25.90122,..,,
54048,5.72372,,25.90122,..,,
54049,5.72372,,25.90122,..,,
54050,5.72372,,25.90122,..,,
54051,5.72372,,25.90122,9.81407,,
54052,5.72372,,25.90122,20.36703,,
54053,5.72372,,25.90122,20.46128,,
54054,5.72372,,25.90122,11.21139,,
54055,5.72372,,25.90122,23.00016,,
54056,5.72372,,25.90122,11.18052,,
54057,5.72372,,25.90122,10.00761,,
54058,5.72372,,25.90122,12.35377,,
54059,5.72372,,25.90122,6.72871,,
54060,5.72372,,25.90122,2.9226,,
54061,5.72372,,25.90122,6.83978,,
54062,5.72372,,25.90122,4.20922,,
54063,5.72372,,25.90122,3.02331,,
54064,5.72372,,25.90122,6.13284,,
54065,5.72372,,25.90122,4.15171,,
54066,5.72372,,25.90122,9.71081,,
54067,5.72372,,25.90122,2.55844,,
54068,5.72372,,25.90122,22.1755,,
54069,5.72372,,25.90122,2.89136,,
54070,5.72372,,25.90122,2.15194,,
54071,5.72372,,25.90122,3.94069,,
54072,5.72372,,25.90122,..,,
54073,5.72372,,25.90122,9.81407,,
54074,5.72372,,25.90122,12.28954,,
54075,5.72372,,25.90122,4.39052,,
54076,5.72372,,25.90122,3.07241,,
54077,5.72372,,25.90122,4.34201,,
54078,5.72372,,25.90122,4.15255,,
54079,5.72372,,25.90122,2.61416,,
54080,5.72372,,25.90122,6.83978,,
54081,5.72372,,25.90122,22.99368,,
54082,5.72372,,25.90122,11.03201,,
54083,5.72372,,25.90122,..,,
54084,5.72372,,25.90122,22.26003,,
54085,5.72372,,25.90122,10.66408,,
54086,5.72372,,25.90122,8.01748,,
54087,5.72372,,25.90122,3.71165,,
54088,5.72372,,25.90122,2.75513,,
54089,5.72372,,25.90122,,,
54090,5.72372,,25.90122,,,
54091,5.72372,,25.90122,,,
54092,5.72372,,25.90122,,,
54093,5.72372,,25.90122,,,
54094,5.72372,,25.90122,,,
54095,5.72372,,43.54726,..,,
54096,5.72372,,43.54726,15.08671,,
54097,5.72372,,43.54726,..,,
54098,5.72372,,43.54726,..,,
54099,5.72372,,43.54726,6.27012,,
54100,5.72372,,43.54726,..,,
54101,5.72372,,43.54726,..,,
54102,5.72372,,43.54726,..,,
54103,5.72372,,43.54726,..,,
54104,5.72372,,43.54726,..,,
54105,5.72372,,43.54726,9.81407,,
54106,5.72372,,43.54726,20.36703,,
54107,5.72372,,43.54726,20.46128,,
54108,5.72372,,43.54726,11.21139,,
54109,5.72372,,43.54726,23.00016,,
54110,5.72372,,43.54726,11.18052,,
54111,5.72372,,43.54726,10.00761,,
54112,5.72372,,43.54726,12.35377,,
54113,5.72372,,43.54726,6.72871,,
54114,5.72372,,43.54726,2.9226,,
54115,5.72372,,43.54726,6.83978,,
54116,5.72372,,43.54726,4.20922,,
54117,5.72372,,43.54726,3.02331,,
54118,5.72372,,43.54726,6.13284,,
54119,5.72372,,43.54726,4.15171,,
54120,5.72372,,43.54726,9.71081,,
54121,5.72372,,43.54726,2.55844,,
54122,5.72372,,43.54726,22.1755,,
54123,5.72372,,43.54726,2.89136,,
54124,5.72372,,43.54726,2.15194,,
54125,5.72372,,43.54726,3.94069,,
54126,5.72372,,43.54726,..,,
54127,5.72372,,43.54726,9.81407,,
54128,5.72372,,43.54726,12.28954,,
54129,5.72372,,43.54726,4.39052,,
54130,5.72372,,43.54726,3.07241,,
54131,5.72372,,43.54726,4.34201,,
54132,5.72372,,43.54726,4.15255,,
54133,5.72372,,43.54726,2.61416,,
54134,5.72372,,43.54726,6.83978,,
54135,5.72372,,43.54726,22.99368,,
54136,5.72372,,43.54726,11.03201,,
54137,5.72372,,43.54726,..,,
54138,5.72372,,43.54726,22.26003,,
54139,5.72372,,43.54726,10.66408,,
54140,5.72372,,43.54726,8.01748,,
54141,5.72372,,43.54726,3.71165,,
54142,5.72372,,43.54726,2.75513,,
54143,5.72372,,43.54726,,,
54144,5.72372,,43.54726,,,
54145,5.72372,,43.54726,,,
54146,5.72372,,43.54726,,,
54147,5.72372,,43.54726,,,
54148,5.72372,,43.54726,,,
54149,5.72372,,45.68311,..,,
54150,5.72372,,45.68311,15.08671,,
54151,5.72372,,45.68311,..,,
54152,5.72372,,45.68311,..,,
54153,5.72372,,45.68311,6.27012,,
54154,5.72372,,45.68311,..,,
54155,5.72372,,45.68311,..,,
54156,5.72372,,45.68311,..,,
54157,5.72372,,45.68311,..,,
54158,5.72372,,45.68311,..,,
54159,5.72372,,45.68311,9.81407,,
54160,5.72372,,45.68311,20.36703,,
54161,5.72372,,45.68311,20.46128,,
54162,5.72372,,45.68311,11.21139,,
54163,5.72372,,45.68311,23.00016,,
54164,5.72372,,45.68311,11.18052,,
54165,5.72372,,45.68311,10.00761,,
54166,5.72372,,45.68311,12.35377,,
54167,5.72372,,45.68311,6.72871,,
54168,5.72372,,45.68311,2.9226,,
54169,5.72372,,45.68311,6.83978,,
54170,5.72372,,45.68311,4.20922,,
54171,5.72372,,45.68311,3.02331,,
54172,5.72372,,45.68311,6.13284,,
54173,5.72372,,45.68311,4.15171,,
54174,5.72372,,45.68311,9.71081,,
54175,5.72372,,45.68311,2.55844,,
54176,5.72372,,45.68311,22.1755,,
54177,5.72372,,45.68311,2.89136,,
54178,5.72372,,45.68311,2.15194,,
54179,5.72372,,45.68311,3.94069,,
54180,5.72372,,45.68311,..,,
54181,5.72372,,45.68311,9.81407,,
54182,5.72372,,45.68311,12.28954,,
54183,5.72372,,45.68311,4.39052,,
54184,5.72372,,45.68311,3.07241,,
54185,5.72372,,45.68311,4.34201,,
54186,5.72372,,45.68311,4.15255,,
54187,5.72372,,45.68311,2.61416,,
54188,5.72372,,45.68311,6.83978,,
54189,5.72372,,45.68311,22.99368,,
54190,5.72372,,45.68311,11.03201,,
54191,5.72372,,45.68311,..,,
54192,5.72372,,45.68311,22.26003,,
54193,5.72372,,45.68311,10.66408,,
54194,5.72372,,45.68311,8.01748,,
54195,5.72372,,45.68311,3.71165,,
54196,5.72372,,45.68311,2.75513,,
54197,5.72372,,45.68311,,,
54198,5.72372,,45.68311,,,
54199,5.72372,,45.68311,,,
54200,5.72372,,45.68311,,,
54201,5.72372,,45.68311,,,
54202,5.72372,,45.68311,,,
54203,5.72372,,19.99517,..,,
54204,5.72372,,19.99517,15.08671,,
54205,5.72372,,19.99517,..,,
54206,5.72372,,19.99517,..,,
54207,5.72372,,19.99517,6.27012,,
54208,5.72372,,19.99517,..,,
54209,5.72372,,19.99517,..,,
54210,5.72372,,19.99517,..,,
54211,5.72372,,19.99517,..,,
54212,5.72372,,19.99517,..,,
54213,5.72372,,19.99517,9.81407,,
54214,5.72372,,19.99517,20.36703,,
54215,5.72372,,19.99517,20.46128,,
54216,5.72372,,19.99517,11.21139,,
54217,5.72372,,19.99517,23.00016,,
54218,5.72372,,19.99517,11.18052,,
54219,5.72372,,19.99517,10.00761,,
54220,5.72372,,19.99517,12.35377,,
54221,5.72372,,19.99517,6.72871,,
54222,5.72372,,19.99517,2.9226,,
54223,5.72372,,19.99517,6.83978,,
54224,5.72372,,19.99517,4.20922,,
54225,5.72372,,19.99517,3.02331,,
54226,5.72372,,19.99517,6.13284,,
54227,5.72372,,19.99517,4.15171,,
54228,5.72372,,19.99517,9.71081,,
54229,5.72372,,19.99517,2.55844,,
54230,5.72372,,19.99517,22.1755,,
54231,5.72372,,19.99517,2.89136,,
54232,5.72372,,19.99517,2.15194,,
54233,5.72372,,19.99517,3.94069,,
54234,5.72372,,19.99517,..,,
54235,5.72372,,19.99517,9.81407,,
54236,5.72372,,19.99517,12.28954,,
54237,5.72372,,19.99517,4.39052,,
54238,5.72372,,19.99517,3.07241,,
54239,5.72372,,19.99517,4.34201,,
54240,5.72372,,19.99517,4.15255,,
54241,5.72372,,19.99517,2.61416,,
54242,5.72372,,19.99517,6.83978,,
54243,5.72372,,19.99517,22.99368,,
54244,5.72372,,19.99517,11.03201,,
54245,5.72372,,19.99517,..,,
54246,5.72372,,19.99517,22.26003,,
54247,5.72372,,19.99517,10.66408,,
54248,5.72372,,19.99517,8.01748,,
54249,5.72372,,19.99517,3.71165,,
54250,5.72372,,19.99517,2.75513,,
54251,5.72372,,19.99517,,,
54252,5.72372,,19.99517,,,
54253,5.72372,,19.99517,,,
54254,5.72372,,19.99517,,,
