,Both,CountryCode,Secondary,Primary,Country,Mortality
4770,36.16957,,,..,,
4771,36.16957,,,9.81407,,
4772,36.16957,,,12.28954,,
4773,36.16957,,,4.39052,,
4774,36.16957,,,3.07241,,
4775,36.16957,,,4.34201,,
4776,36.16957,,,4.15255,,
4777,36.16957,,,2.61416,,
4778,36.16957,,,6.83978,,
4779,36.16957,,,22.99368,,
4780,36.16957,,,11.03201,,
4781,36.16957,,,..,,
4782,36.16957,,,22.26003,,
4783,36.16957,,,10.66408,,
4784,36.16957,,,8.01748,,
4785,36.16957,,,3.71165,,
4786,36.16957,,,2.75513,,
4787,36.16957,,,,,
4788,36.16957,,,,,
4789,36.16957,,,,,
4790,36.16957,,,,,
4791,36.16957,,,,,
4792,36.16957,,,,,
4793,36.16957,,,..,,
4794,36.16957,,,15.08671,,
4795,36.16957,,,..,,
4796,36.16957,,,..,,
4797,36.16957,,,6.27012,,
4798,36.16957,,,..,,
4799,36.16957,,,..,,
4800,36.16957,,,..,,
4801,36.16957,,,..,,
4802,36.16957,,,..,,
4803,36.16957,,,9.81407,,
4804,36.16957,,,20.36703,,
4805,36.16957,,,20.46128,,
4806,36.16957,,,11.21139,,
4807,36.16957,,,23.00016,,
4808,36.16957,,,11.18052,,
4809,36.16957,,,10.00761,,
4810,36.16957,,,12.35377,,
4811,36.16957,,,6.72871,,
4812,36.16957,,,2.9226,,
4813,36.16957,,,6.83978,,
4814,36.16957,,,4.20922,,
4815,36.16957,,,3.02331,,
4816,36.16957,,,6.13284,,
4817,36.16957,,,4.15171,,
4818,36.16957,,,9.71081,,
4819,36.16957,,,2.55844,,
4820,36.16957,,,22.1755,,
4821,36.16957,,,2.89136,,
4822,36.16957,,,2.15194,,
4823,36.16957,,,3.94069,,
4824,36.16957,,,..,,
4825,36.16957,,,9.81407,,
4826,36.16957,,,12.28954,,
4827,36.16957,,,4.39052,,
4828,36.16957,,,3.07241,,
4829,36.16957,,,4.34201,,
4830,36.16957,,,4.15255,,
4831,36.16957,,,2.61416,,
4832,36.16957,,,6.83978,,
4833,36.16957,,,22.99368,,
4834,36.16957,,,11.03201,,
4835,36.16957,,,..,,
4836,36.16957,,,22.26003,,
4837,36.16957,,,10.66408,,
4838,36.16957,,,8.01748,,
4839,36.16957,,,3.71165,,
4840,36.16957,,,2.75513,,
4841,36.16957,,,,,
4842,36.16957,,,,,
4843,36.16957,,,,,
4844,36.16957,,,,,
4845,36.16957,,,,,
4846,36.16957,,,,,
4847,36.16957,,,..,,
4848,36.16957,,,15.08671,,
4849,36.16957,,,..,,
4850,36.16957,,,..,,
4851,36.16957,,,6.27012,,
4852,36.16957,,,..,,
4853,36.16957,,,..,,
4854,36.16957,,,..,,
4855,36.16957,,,..,,
4856,36.16957,,,..,,
4857,36.16957,,,9.81407,,
4858,36.16957,,,20.36703,,
4859,36.16957,,,20.46128,,
4860,36.16957,,,11.21139,,
4861,36.16957,,,23.00016,,
4862,36.16957,,,11.18052,,
4863,36.16957,,,10.00761,,
4864,36.16957,,,12.35377,,
4865,36.16957,,,6.72871,,
4866,36.16957,,,2.9226,,
4867,36.16957,,,6.83978,,
4868,36.16957,,,4.20922,,
4869,36.16957,,,3.02331,,
4870,36.16957,,,6.13284,,
4871,36.16957,,,4.15171,,
4872,36.16957,,,9.71081,,
4873,36.16957,,,2.55844,,
4874,36.16957,,,22.1755,,
4875,36.16957,,,2.89136,,
4876,36.16957,,,2.15194,,
4877,36.16957,,,3.94069,,
4878,36.16957,,,..,,
4879,36.16957,,,9.81407,,
4880,36.16957,,,12.28954,,
4881,36.16957,,,4.39052,,
4882,36.16957,,,3.07241,,
4883,36.16957,,,4.34201,,
4884,36.16957,,,4.15255,,
4885,36.16957,,,2.61416,,
4886,36.16957,,,6.83978,,
4887,36.16957,,,22.99368,,
4888,36.16957,,,11.03201,,
4889,36.16957,,,..,,
4890,36.16957,,,22.26003,,
4891,36.16957,,,10.66408,,
4892,36.16957,,,8.01748,,
4893,36.16957,,,3.71165,,
4894,36.16957,,,2.75513,,
4895,36.16957,,,,,
4896,36.16957,,,,,
4897,36.16957,,,,,
4898,36.16957,,,,,
4899,36.16957,,,,,
4900,36.16957,,,,,
4901,..,,..,..,,
4902,..,,..,15.08671,,
4903,..,,..,..,,
4904,..,,..,..,,
4905,..,,..,6.27012,,
4906,..,,..,..,,
4907,..,,..,..,,
4908,..,,..,..,,
4909,..,,..,..,,
4910,..,,..,..,,
4911,..,,..,9.81407,,
4912,..,,..,20.36703,,
4913,..,,..,20.46128,,
4914,..,,..,11.21139,,
4915,..,,..,23.00016,,
4916,..,,..,11.18052,,
4917,..,,..,10.00761,,
4918,..,,..,12.35377,,
4919,..,,..,6.72871,,
4920,..,,..,2.9226,,
4921,..,,..,6.83978,,
4922,..,,..,4.20922,,
4923,..,,..,3.02331,,
4924,..,,..,6.13284,,
4925,..,,..,4.15171,,
4926,..,,..,9.71081,,
4927,..,,..,2.55844,,
4928,..,,..,22.1755,,
4929,..,,..,2.89136,,
4930,..,,..,2.15194,,
4931,..,,..,3.94069,,
4932,..,,..,..,,
4933,..,,..,9.81407,,
4934,..,,..,12.28954,,
4935,..,,..,4.39052,,
4936,..,,..,3.07241,,
4937,..,,..,4.34201,,
4938,..,,..,4.15255,,
4939,..,,..,2.61416,,
4940,..,,..,6.83978,,
4941,..,,..,22.99368,,
4942,..,,..,11.03201,,
4943,..,,..,..,,
4944,..,,..,22.26003,,
4945,..,,..,10.66408,,
4946,..,,..,8.01748,,
4947,..,,..,3.71165,,
4948,..,,..,2.75513,,
4949,..,,..,,,
4950,..,,..,,,
4951,..,,..,,,
4952,..,,..,,,
4953,..,,..,,,
4954,..,,..,,,
4955,..,,..,..,,
4956,..,,..,15.08671,,
4957,..,,..,..,,
4958,..,,..,..,,
4959,..,,..,6.27012,,
4960,..,,..,..,,
4961,..,,..,..,,
4962,..,,..,..,,
4963,..,,..,..,,
4964,..,,..,..,,
4965,..,,..,9.81407,,
4966,..,,..,20.36703,,
4967,..,,..,20.46128,,
4968,..,,..,11.21139,,
4969,..,,..,23.00016,,
4970,..,,..,11.18052,,
4971,..,,..,10.00761,,
4972,..,,..,12.35377,,
4973,..,,..,6.72871,,
4974,..,,..,2.9226,,
4975,..,,..,6.83978,,
4976,..,,..,4.20922,,
4977,..,,..,3.02331,,
4978,..,,..,6.13284,,
4979,..,,..,4.15171,,
4980,..,,..,9.71081,,
4981,..,,..,2.55844,,
4982,..,,..,22.1755,,
4983,..,,..,2.89136,,
4984,..,,..,2.15194,,
4985,..,,..,3.94069,,
4986,..,,..,..,,
4987,..,,..,9.81407,,
4988,..,,..,12.28954,,
4989,..,,..,4.39052,,
4990,..,,..,3.07241,,
4991,..,,..,4.34201,,
4992,..,,..,4.15255,,
4993,..,,..,2.61416,,
4994,..,,..,6.83978,,
4995,..,,..,22.99368,,
4996,..,,..,11.03201,,
4997,..,,..,..,,
4998,..,,..,22.26003,,
4999,..,,..,10.66408,,
5000,..,,..,8.01748,,
5001,..,,..,3.71165,,
5002,..,,..,2.75513,,
5003,..,,..,,,
5004,..,,..,,,
5005,..,,..,,,
5006,..,,..,,,
5007,..,,..,,,
5008,..,,..,,,
5009,..,,..,..,,
5010,..,,..,15.08671,,
5011,..,,..,..,,
5012,..,,..,..,,
5013,..,,..,6.27012,,
5014,..,,..,..,,
5015,..,,..,..,,
5016,..,,..,..,,
5017,..,,..,..,,
5018,..,,..,..,,
5019,..,,..,9.81407,,
5020,..,,..,20.36703,,
5021,..,,..,20.46128,,
5022,..,,..,11.21139,,
5023,..,,..,23.00016,,
5024,..,,..,11.18052,,
5025,..,,..,10.00761,,
5026,..,,..,12.35377,,
5027,..,,..,6.72871,,
5028,..,,..,2.9226,,
5029,..,,..,6.83978,,
5030,..,,..,4.20922,,
5031,..,,..,3.02331,,
5032,..,,..,6.13284,,
5033,..,,..,4.15171,,
5034,..,,..,9.71081,,
5035,..,,..,2.55844,,
5036,..,,..,22.1755,,
5037,..,,..,2.89136,,
5038,..,,..,2.15194,,
5039,..,,..,3.94069,,
5040,..,,..,..,,
5041,..,,..,9.81407,,
5042,..,,..,12.28954,,
5043,..,,..,4.39052,,
5044,..,,..,3.07241,,
5045,..,,..,4.34201,,
5046,..,,..,4.15255,,
5047,..,,..,2.61416,,
5048,..,,..,6.83978,,
5049,..,,..,22.99368,,
5050,..,,..,11.03201,,
5051,..,,..,..,,
5052,..,,..,22.26003,,
5053,..,,..,10.66408,,
5054,..,,..,8.01748,,
5055,..,,..,3.71165,,
5056,..,,..,2.75513,,
5057,..,,..,,,
5058,..,,..,,,
5059,..,,..,,,
5060,..,,..,,,
5061,..,,..,,,
5062,..,,..,,,
5063,..,,..,..,,
5064,..,,..,15.08671,,
5065,..,,..,..,,
5066,..,,..,..,,
5067,..,,..,6.27012,,
5068,..,,..,..,,
5069,..,,..,..,,
5070,..,,..,..,,
5071,..,,..,..,,
5072,..,,..,..,,
5073,..,,..,9.81407,,
5074,..,,..,20.36703,,
5075,..,,..,20.46128,,
5076,..,,..,11.21139,,
5077,..,,..,23.00016,,
5078,..,,..,11.18052,,
5079,..,,..,10.00761,,
5080,..,,..,12.35377,,
5081,..,,..,6.72871,,
5082,..,,..,2.9226,,
5083,..,,..,6.83978,,
5084,..,,..,4.20922,,
5085,..,,..,3.02331,,
5086,..,,..,6.13284,,
5087,..,,..,4.15171,,
5088,..,,..,9.71081,,
5089,..,,..,2.55844,,
5090,..,,..,22.1755,,
5091,..,,..,2.89136,,
5092,..,,..,2.15194,,
5093,..,,..,3.94069,,
5094,..,,..,..,,
5095,..,,..,9.81407,,
5096,..,,..,12.28954,,
5097,..,,..,4.39052,,
5098,..,,..,3.07241,,
5099,..,,..,4.34201,,
5100,..,,..,4.15255,,
5101,..,,..,2.61416,,
5102,..,,..,6.83978,,
5103,..,,..,22.99368,,
5104,..,,..,11.03201,,
5105,..,,..,..,,
5106,..,,..,22.26003,,
5107,..,,..,10.66408,,
5108,..,,..,8.01748,,
5109,..,,..,3.71165,,
5110,..,,..,2.75513,,
5111,..,,..,,,
5112,..,,..,,,
5113,..,,..,,,
5114,..,,..,,,
5115,..,,..,,,
5116,..,,..,,,
5117,..,,..,..,,
5118,..,,..,15.08671,,
5119,..,,..,..,,
5120,..,,..,..,,
5121,..,,..,6.27012,,
5122,..,,..,..,,
5123,..,,..,..,,
5124,..,,..,..,,
5125,..,,..,..,,
5126,..,,..,..,,
5127,..,,..,9.81407,,
5128,..,,..,20.36703,,
5129,..,,..,20.46128,,
5130,..,,..,11.21139,,
5131,..,,..,23.00016,,
5132,..,,..,11.18052,,
5133,..,,..,10.00761,,
5134,..,,..,12.35377,,
5135,..,,..,6.72871,,
5136,..,,..,2.9226,,
5137,..,,..,6.83978,,
5138,..,,..,4.20922,,
5139,..,,..,3.02331,,
5140,..,,..,6.13284,,
5141,..,,..,4.15171,,
5142,..,,..,9.71081,,
5143,..,,..,2.55844,,
5144,..,,..,22.1755,,
5145,..,,..,2.89136,,
5146,..,,..,2.15194,,
5147,..,,..,3.94069,,
5148,..,,..,..,,
5149,..,,..,9.81407,,
5150,..,,..,12.28954,,
5151,..,,..,4.39052,,
5152,..,,..,3.07241,,
5153,..,,..,4.34201,,
5154,..,,..,4.15255,,
5155,..,,..,2.61416,,
5156,..,,..,6.83978,,
5157,..,,..,22.99368,,
5158,..,,..,11.03201,,
5159,..,,..,..,,
5160,..,,..,22.26003,,
5161,..,,..,10.66408,,
5162,..,,..,8.01748,,
5163,..,,..,3.71165,,
5164,..,,..,2.75513,,
5165,..,,..,,,
5166,..,,..,,,
5167,..,,..,,,
5168,..,,..,,,
5169,..,,..,,,
5170,..,,..,,,
5171,..,,7.73983,..,,
5172,..,,7.73983,15.08671,,
5173,..,,7.73983,..,,
5174,..,,7.73983,..,,
5175,..,,7.73983,6.27012,,
5176,..,,7.73983,..,,
5177,..,,7.73983,..,,
5178,..,,7.73983,..,,
5179,..,,7.73983,..,,
5180,..,,7.73983,..,,
5181,..,,7.73983,9.81407,,
5182,..,,7.73983,20.36703,,
5183,..,,7.73983,20.46128,,
5184,..,,7.73983,11.21139,,
5185,..,,7.73983,23.00016,,
5186,..,,7.73983,11.18052,,
5187,..,,7.73983,10.00761,,
5188,..,,7.73983,12.35377,,
5189,..,,7.73983,6.72871,,
5190,..,,7.73983,2.9226,,
5191,..,,7.73983,6.83978,,
5192,..,,7.73983,4.20922,,
5193,..,,7.73983,3.02331,,
5194,..,,7.73983,6.13284,,
5195,..,,7.73983,4.15171,,
5196,..,,7.73983,9.71081,,
5197,..,,7.73983,2.55844,,
5198,..,,7.73983,22.1755,,
5199,..,,7.73983,2.89136,,
5200,..,,7.73983,2.15194,,
5201,..,,7.73983,3.94069,,
5202,..,,7.73983,..,,
5203,..,,7.73983,9.81407,,
5204,..,,7.73983,12.28954,,
5205,..,,7.73983,4.39052,,
5206,..,,7.73983,3.07241,,
5207,..,,7.73983,4.34201,,
5208,..,,7.73983,4.15255,,
5209,..,,7.73983,2.61416,,
5210,..,,7.73983,6.83978,,
5211,..,,7.73983,22.99368,,
5212,..,,7.73983,11.03201,,
5213,..,,7.73983,..,,
5214,..,,7.73983,22.26003,,
5215,..,,7.73983,10.66408,,
5216,..,,7.73983,8.01748,,
5217,..,,7.73983,3.71165,,
5218,..,,7.73983,2.75513,,
5219,..,,7.73983,,,
5220,..,,7.73983,,,
5221,..,,7.73983,,,
5222,..,,7.73983,,,
5223,..,,7.73983,,,
5224,..,,7.73983,,,
5225,..,,..,..,,
5226,..,,..,15.08671,,
5227,..,,..,..,,
5228,..,,..,..,,
5229,..,,..,6.27012,,
5230,..,,..,..,,
5231,..,,..,..,,
5232,..,,..,..,,
5233,..,,..,..,,
5234,..,,..,..,,
5235,..,,..,9.81407,,
5236,..,,..,20.36703,,
5237,..,,..,20.46128,,
5238,..,,..,11.21139,,
5239,..,,..,23.00016,,
5240,..,,..,11.18052,,
5241,..,,..,10.00761,,
5242,..,,..,12.35377,,
5243,..,,..,6.72871,,
5244,..,,..,2.9226,,
5245,..,,..,6.83978,,
5246,..,,..,4.20922,,
5247,..,,..,3.02331,,
5248,..,,..,6.13284,,
5249,..,,..,4.15171,,
5250,..,,..,9.71081,,
5251,..,,..,2.55844,,
5252,..,,..,22.1755,,
5253,..,,..,2.89136,,
5254,..,,..,2.15194,,
5255,..,,..,3.94069,,
5256,..,,..,..,,
5257,..,,..,9.81407,,
5258,..,,..,12.28954,,
5259,..,,..,4.39052,,
5260,..,,..,3.07241,,
5261,..,,..,4.34201,,
5262,..,,..,4.15255,,
5263,..,,..,2.61416,,
5264,..,,..,6.83978,,
5265,..,,..,22.99368,,
5266,..,,..,11.03201,,
5267,..,,..,..,,
5268,..,,..,22.26003,,
5269,..,,..,10.66408,,
5270,..,,..,8.01748,,
5271,..,,..,3.71165,,
5272,..,,..,2.75513,,
5273,..,,..,,,
5274,..,,..,,,
5275,..,,..,,,
5276,..,,..,,,
5277,..,,..,,,
5278,..,,..,,,
5279,..,,..,..,,
5280,..,,..,15.08671,,
5281,..,,..,..,,
5282,..,,..,..,,
5283,..,,..,6.27012,,
5284,..,,..,..,,
5285,..,,..,..,,
5286,..,,..,..,,
5287,..,,..,..,,
5288,..,,..,..,,
5289,..,,..,9.81407,,
5290,..,,..,20.36703,,
5291,..,,..,20.46128,,
5292,..,,..,11.21139,,
5293,..,,..,23.00016,,
5294,..,,..,11.18052,,
5295,..,,..,10.00761,,
5296,..,,..,12.35377,,
5297,..,,..,6.72871,,
5298,..,,..,2.9226,,
5299,..,,..,6.83978,,
5300,..,,..,4.20922,,
5301,..,,..,3.02331,,
5302,..,,..,6.13284,,
5303,..,,..,4.15171,,
5304,..,,..,9.71081,,
5305,..,,..,2.55844,,
5306,..,,..,22.1755,,
5307,..,,..,2.89136,,
5308,..,,..,2.15194,,
5309,..,,..,3.94069,,
5310,..,,..,..,,
5311,..,,..,9.81407,,
5312,..,,..,12.28954,,
5313,..,,..,4.39052,,
5314,..,,..,3.07241,,
5315,..,,..,4.34201,,
5316,..,,..,4.15255,,
5317,..,,..,2.61416,,
5318,..,,..,6.83978,,
5319,..,,..,22.99368,,
5320,..,,..,11.03201,,
5321,..,,..,..,,
5322,..,,..,22.26003,,
5323,..,,..,10.66408,,
5324,..,,..,8.01748,,
5325,..,,..,3.71165,,
5326,..,,..,2.75513,,
5327,..,,..,,,
5328,..,,..,,,
5329,..,,..,,,
5330,..,,..,,,
5331,..,,..,,,
5332,..,,..,,,
5333,..,,..,..,,
5334,..,,..,15.08671,,
5335,..,,..,..,,
5336,..,,..,..,,
5337,..,,..,6.27012,,
5338,..,,..,..,,
5339,..,,..,..,,
5340,..,,..,..,,
5341,..,,..,..,,
5342,..,,..,..,,
5343,..,,..,9.81407,,
5344,..,,..,20.36703,,
5345,..,,..,20.46128,,
5346,..,,..,11.21139,,
5347,..,,..,23.00016,,
5348,..,,..,11.18052,,
5349,..,,..,10.00761,,
5350,..,,..,12.35377,,
5351,..,,..,6.72871,,
5352,..,,..,2.9226,,
5353,..,,..,6.83978,,
5354,..,,..,4.20922,,
5355,..,,..,3.02331,,
5356,..,,..,6.13284,,
5357,..,,..,4.15171,,
5358,..,,..,9.71081,,
5359,..,,..,2.55844,,
5360,..,,..,22.1755,,
5361,..,,..,2.89136,,
5362,..,,..,2.15194,,
5363,..,,..,3.94069,,
5364,..,,..,..,,
5365,..,,..,9.81407,,
5366,..,,..,12.28954,,
5367,..,,..,4.39052,,
5368,..,,..,3.07241,,
5369,..,,..,4.34201,,
5370,..,,..,4.15255,,
5371,..,,..,2.61416,,
5372,..,,..,6.83978,,
5373,..,,..,22.99368,,
5374,..,,..,11.03201,,
5375,..,,..,..,,
5376,..,,..,22.26003,,
5377,..,,..,10.66408,,
5378,..,,..,8.01748,,
5379,..,,..,3.71165,,
5380,..,,..,2.75513,,
5381,..,,..,,,
5382,..,,..,,,
5383,..,,..,,,
5384,..,,..,,,
5385,..,,..,,,
5386,..,,..,,,
5387,..,,..,..,,
5388,..,,..,15.08671,,
5389,..,,..,..,,
5390,..,,..,..,,
5391,..,,..,6.27012,,
5392,..,,..,..,,
5393,..,,..,..,,
5394,..,,..,..,,
5395,..,,..,..,,
5396,..,,..,..,,
5397,..,,..,9.81407,,
5398,..,,..,20.36703,,
5399,..,,..,20.46128,,
5400,..,,..,11.21139,,
5401,..,,..,23.00016,,
5402,..,,..,11.18052,,
5403,..,,..,10.00761,,
5404,..,,..,12.35377,,
5405,..,,..,6.72871,,
5406,..,,..,2.9226,,
5407,..,,..,6.83978,,
5408,..,,..,4.20922,,
5409,..,,..,3.02331,,
5410,..,,..,6.13284,,
5411,..,,..,4.15171,,
5412,..,,..,9.71081,,
5413,..,,..,2.55844,,
5414,..,,..,22.1755,,
5415,..,,..,2.89136,,
5416,..,,..,2.15194,,
5417,..,,..,3.94069,,
5418,..,,..,..,,
5419,..,,..,9.81407,,
5420,..,,..,12.28954,,
5421,..,,..,4.39052,,
5422,..,,..,3.07241,,
5423,..,,..,4.34201,,
5424,..,,..,4.15255,,
5425,..,,..,2.61416,,
5426,..,,..,6.83978,,
5427,..,,..,22.99368,,
5428,..,,..,11.03201,,
5429,..,,..,..,,
5430,..,,..,22.26003,,
5431,..,,..,10.66408,,
5432,..,,..,8.01748,,
5433,..,,..,3.71165,,
5434,..,,..,2.75513,,
5435,..,,..,,,
5436,..,,..,,,
5437,..,,..,,,
5438,..,,..,,,
5439,..,,..,,,
5440,..,,..,,,
5441,..,,25.90122,..,,
5442,..,,25.90122,15.08671,,
5443,..,,25.90122,..,,
5444,..,,25.90122,..,,
5445,..,,25.90122,6.27012,,
5446,..,,25.90122,..,,
5447,..,,25.90122,..,,
5448,..,,25.90122,..,,
5449,..,,25.90122,..,,
5450,..,,25.90122,..,,
5451,..,,25.90122,9.81407,,
5452,..,,25.90122,20.36703,,
5453,..,,25.90122,20.46128,,
5454,..,,25.90122,11.21139,,
5455,..,,25.90122,23.00016,,
5456,..,,25.90122,11.18052,,
5457,..,,25.90122,10.00761,,
5458,..,,25.90122,12.35377,,
5459,..,,25.90122,6.72871,,
5460,..,,25.90122,2.9226,,
5461,..,,25.90122,6.83978,,
5462,..,,25.90122,4.20922,,
5463,..,,25.90122,3.02331,,
5464,..,,25.90122,6.13284,,
5465,..,,25.90122,4.15171,,
5466,..,,25.90122,9.71081,,
5467,..,,25.90122,2.55844,,
5468,..,,25.90122,22.1755,,
5469,..,,25.90122,2.89136,,
5470,..,,25.90122,2.15194,,
5471,..,,25.90122,3.94069,,
5472,..,,25.90122,..,,
5473,..,,25.90122,9.81407,,
5474,..,,25.90122,12.28954,,
5475,..,,25.90122,4.39052,,
5476,..,,25.90122,3.07241,,
5477,..,,25.90122,4.34201,,
5478,..,,25.90122,4.15255,,
5479,..,,25.90122,2.61416,,
5480,..,,25.90122,6.83978,,
5481,..,,25.90122,22.99368,,
5482,..,,25.90122,11.03201,,
5483,..,,25.90122,..,,
5484,..,,25.90122,22.26003,,
5485,..,,25.90122,10.66408,,
5486,..,,25.90122,8.01748,,
5487,..,,25.90122,3.71165,,
5488,..,,25.90122,2.75513,,
5489,..,,25.90122,,,
5490,..,,25.90122,,,
5491,..,,25.90122,,,
5492,..,,25.90122,,,
5493,..,,25.90122,,,
5494,..,,25.90122,,,
5495,..,,43.54726,..,,
5496,..,,43.54726,15.08671,,
5497,..,,43.54726,..,,
5498,..,,43.54726,..,,
5499,..,,43.54726,6.27012,,
5500,..,,43.54726,..,,
5501,..,,43.54726,..,,
5502,..,,43.54726,..,,
5503,..,,43.54726,..,,
5504,..,,43.54726,..,,
5505,..,,43.54726,9.81407,,
5506,..,,43.54726,20.36703,,
5507,..,,43.54726,20.46128,,
5508,..,,43.54726,11.21139,,
5509,..,,43.54726,23.00016,,
5510,..,,43.54726,11.18052,,
5511,..,,43.54726,10.00761,,
5512,..,,43.54726,12.35377,,
5513,..,,43.54726,6.72871,,
5514,..,,43.54726,2.9226,,
5515,..,,43.54726,6.83978,,
5516,..,,43.54726,4.20922,,
5517,..,,43.54726,3.02331,,
5518,..,,43.54726,6.13284,,
5519,..,,43.54726,4.15171,,
5520,..,,43.54726,9.71081,,
5521,..,,43.54726,2.55844,,
5522,..,,43.54726,22.1755,,
5523,..,,43.54726,2.89136,,
5524,..,,43.54726,2.15194,,
5525,..,,43.54726,3.94069,,
5526,..,,43.54726,..,,
5527,..,,43.54726,9.81407,,
5528,..,,43.54726,12.28954,,
5529,..,,43.54726,4.39052,,
5530,..,,43.54726,3.07241,,
5531,..,,43.54726,4.34201,,
5532,..,,43.54726,4.15255,,
5533,..,,43.54726,2.61416,,
5534,..,,43.54726,6.83978,,
5535,..,,43.54726,22.99368,,
5536,..,,43.54726,11.03201,,
5537,..,,43.54726,..,,
5538,..,,43.54726,22.26003,,
5539,..,,43.54726,10.66408,,
5540,..,,43.54726,8.01748,,
5541,..,,43.54726,3.71165,,
5542,..,,43.54726,2.75513,,
5543,..,,43.54726,,,
5544,..,,43.54726,,,
5545,..,,43.54726,,,
5546,..,,43.54726,,,
5547,..,,43.54726,,,
5548,..,,43.54726,,,
5549,..,,45.68311,..,,
5550,..,,45.68311,15.08671,,
5551,..,,45.68311,..,,
5552,..,,45.68311,..,,
5553,..,,45.68311,6.27012,,
5554,..,,45.68311,..,,
5555,..,,45.68311,..,,
5556,..,,45.68311,..,,
5557,..,,45.68311,..,,
5558,..,,45.68311,..,,
5559,..,,45.68311,9.81407,,
5560,..,,45.68311,20.36703,,
5561,..,,45.68311,20.46128,,
5562,..,,45.68311,11.21139,,
5563,..,,45.68311,23.00016,,
5564,..,,45.68311,11.18052,,
5565,..,,45.68311,10.00761,,
5566,..,,45.68311,12.35377,,
5567,..,,45.68311,6.72871,,
5568,..,,45.68311,2.9226,,
5569,..,,45.68311,6.83978,,
5570,..,,45.68311,4.20922,,
5571,..,,45.68311,3.02331,,
5572,..,,45.68311,6.13284,,
5573,..,,45.68311,4.15171,,
5574,..,,45.68311,9.71081,,
5575,..,,45.68311,2.55844,,
5576,..,,45.68311,22.1755,,
5577,..,,45.68311,2.89136,,
5578,..,,45.68311,2.15194,,
5579,..,,45.68311,3.94069,,
5580,..,,45.68311,..,,
5581,..,,45.68311,9.81407,,
5582,..,,45.68311,12.28954,,
5583,..,,45.68311,4.39052,,
5584,..,,45.68311,3.07241,,
5585,..,,45.68311,4.34201,,
5586,..,,45.68311,4.15255,,
5587,..,,45.68311,2.61416,,
5588,..,,45.68311,6.83978,,
5589,..,,45.68311,22.99368,,
5590,..,,45.68311,11.03201,,
5591,..,,45.68311,..,,
5592,..,,45.68311,22.26003,,
5593,..,,45.68311,10.66408,,
5594,..,,45.68311,8.01748,,
5595,..,,45.68311,3.71165,,
5596,..,,45.68311,2.75513,,
5597,..,,45.68311,,,
5598,..,,45.68311,,,
5599,..,,45.68311,,,
5600,..,,45.68311,,,
5601,..,,45.68311,,,
5602,..,,45.68311,,,
5603,..,,19.99517,..,,
5604,..,,19.99517,15.08671,,
5605,..,,19.99517,..,,
5606,..,,19.99517,..,,
5607,..,,19.99517,6.27012,,
5608,..,,19.99517,..,,
5609,..,,19.99517,..,,
5610,..,,19.99517,..,,
5611,..,,19.99517,..,,
5612,..,,19.99517,..,,
5613,..,,19.99517,9.81407,,
5614,..,,19.99517,20.36703,,
5615,..,,19.99517,20.46128,,
5616,..,,19.99517,11.21139,,
5617,..,,19.99517,23.00016,,
5618,..,,19.99517,11.18052,,
5619,..,,19.99517,10.00761,,
5620,..,,19.99517,12.35377,,
5621,..,,19.99517,6.72871,,
5622,..,,19.99517,2.9226,,
5623,..,,19.99517,6.83978,,
5624,..,,19.99517,4.20922,,
5625,..,,19.99517,3.02331,,
5626,..,,19.99517,6.13284,,
5627,..,,19.99517,4.15171,,
5628,..,,19.99517,9.71081,,
5629,..,,19.99517,2.55844,,
5630,..,,19.99517,22.1755,,
5631,..,,19.99517,2.89136,,
5632,..,,19.99517,2.15194,,
5633,..,,19.99517,3.94069,,
5634,..,,19.99517,..,,
5635,..,,19.99517,9.81407,,
5636,..,,19.99517,12.28954,,
5637,..,,19.99517,4.39052,,
5638,..,,19.99517,3.07241,,
5639,..,,19.99517,4.34201,,
5640,..,,19.99517,4.15255,,
5641,..,,19.99517,2.61416,,
5642,..,,19.99517,6.83978,,
5643,..,,19.99517,22.99368,,
5644,..,,19.99517,11.03201,,
5645,..,,19.99517,..,,
5646,..,,19.99517,22.26003,,
5647,..,,19.99517,10.66408,,
5648,..,,19.99517,8.01748,,
5649,..,,19.99517,3.71165,,
5650,..,,19.99517,2.75513,,
5651,..,,19.99517,,,
5652,..,,19.99517,,,
5653,..,,19.99517,,,
5654,..,,19.99517,,,
5655,..,,19.99517,,,
5656,..,,19.99517,,,
5657,..,,47.79567,..,,
5658,..,,47.79567,15.08671,,
5659,..,,47.79567,..,,
5660,..,,47.79567,..,,
5661,..,,47.79567,6.27012,,
5662,..,,47.79567,..,,
5663,..,,47.79567,..,,
5664,..,,47.79567,..,,
5665,..,,47.79567,..,,
5666,..,,47.79567,..,,
5667,..,,47.79567,9.81407,,
5668,..,,47.79567,20.36703,,
5669,..,,47.79567,20.46128,,
5670,..,,47.79567,11.21139,,
5671,..,,47.79567,23.00016,,
5672,..,,47.79567,11.18052,,
5673,..,,47.79567,10.00761,,
5674,..,,47.79567,12.35377,,
5675,..,,47.79567,6.72871,,
5676,..,,47.79567,2.9226,,
5677,..,,47.79567,6.83978,,
5678,..,,47.79567,4.20922,,
5679,..,,47.79567,3.02331,,
5680,..,,47.79567,6.13284,,
5681,..,,47.79567,4.15171,,
5682,..,,47.79567,9.71081,,
5683,..,,47.79567,2.55844,,
5684,..,,47.79567,22.1755,,
