,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,ISO-alpha3 code
251,  Asia (Central),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.85163,5.4435,5.1187,5.06274,5.64492,5.20174,5.15988,5.75151,6.86593,6.98433,7.12421,6.60402,6.33348,5.21565,4.63187,4.5224,4.16804,3.8498,2.9226,..,
252,  Asia (Southern),57.07317,58.15713,56.13396,51.89474,52.16714,50.04275,49.32948,47.53163,50.72113,51.48219,49.70264,48.29106,48.11041,46.25456,44.21294,44.15244,42.03362,43.67754,40.65619,37.40597,36.97856,36.24733,35.03716,32.71358,30.8808,30.42604,29.9183,29.78766,30.84137,29.90377,27.51081,26.62769,25.07379,17.49102,14.90539,12.96121,11.03306,8.92394,8.16997,8.06758,7.36131,7.71522,7.26946,7.04005,6.96578,6.7982,6.5316,6.83978,..,
253,  Asia (Eastern and South-eastern),..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.44832,15.24969,11.86164,8.11853,6.64634,5.63201,5.99648,6.62225,7.26625,8.00253,8.82243,9.76295,10.06199,10.29914,7.92003,5.59946,5.23996,4.73742,2.50731,2.7211,2.64061,4.664,5.1243,3.97402,3.90285,3.54317,3.20685,2.77312,3.21688,3.60711,3.72297,3.9143,4.24212,4.20922,..,
254,  Asia (Eastern),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.28849,8.55641,6.63397,5.25019,4.77766,5.92412,6.9893,8.04343,9.22063,10.22975,10.76918,10.81254,7.67424,4.70691,4.21667,3.80815,0.22226,0.19074,0.15459,2.77924,3.60052,2.75134,2.73743,2.74282,2.78823,2.81629,2.89305,3.01162,3.04144,2.94973,3.00573,3.02331,..,
255,  Asia (South-eastern),27.5849,27.10915,26.146,26.16781,27.04344,24.6266,23.03396,21.5484,19.28615,17.06451,14.73269,13.20095,9.06308,8.56551,9.13831,8.49729,8.80408,7.23274,6.6702,6.34459,8.23863,7.9118,7.77927,7.92557,8.05076,8.82072,8.56945,9.17344,8.46868,7.57311,7.41582,6.58683,6.7359,7.09687,7.29197,8.04299,7.76904,6.03873,5.82622,4.84191,3.87975,2.70398,3.73439,4.55825,4.81287,5.46154,6.233,6.13284,..,
256,  Latin America and the Caribbean,17.39045,17.00153,16.49699,15.78038,15.19121,15.0058,14.34605,13.40448,12.89004,11.49462,11.26252,10.29939,10.31983,10.2972,10.34055,9.96177,9.95281,9.70992,9.84365,10.42288,9.8305,9.44582,8.62227,8.33436,8.71798,8.7002,8.33851,9.23349,6.30568,5.15873,4.38548,4.34887,4.57871,5.43445,4.81356,4.29816,4.71706,5.10321,4.20884,3.68111,3.47253,3.49685,3.45859,3.91191,4.18176,4.17534,4.04293,4.15171,..,
257,  Oceania,13.08673,13.08691,13.28471,13.597,13.9382,12.47423,11.80015,11.06608,11.26276,11.2872,10.94928,11.76789,12.63132,13.43312,14.28904,14.49627,14.24933,14.0813,13.67914,13.1965,14.21599,14.89016,14.89256,14.27806,13.92586,13.84139,14.01961,13.93446,13.08996,14.46103,15.39022,17.16294,18.04816,18.89938,19.39534,19.43075,20.3305,20.10008,20.12658,17.99503,15.70546,13.33817,11.53016,11.17027,10.84201,10.23391,9.65442,9.71081,..,
258,  Oceania (Australia/New Zealand),2.96418,3.00356,3.37814,3.8884,4.41868,2.41198,1.68212,0.15486,0.19069,0.2014,0.21455,0.44545,1.32766,2.40056,3.61134,3.36112,2.66172,2.10636,1.49857,1.42916,1.91879,2.51256,2.95293,3.38275,3.57115,4.5632,4.06166,4.1015,3.78995,3.97761,3.9351,4.27029,4.2824,3.53915,3.27126,2.78198,2.66291,2.08225,2.02952,2.10138,2.00599,1.61237,1.9272,2.12273,2.44911,2.3742,2.55681,2.55844,..,
259,  Oceania (excl. Australia/New Zealand),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.56982,35.15357,37.18004,37.9333,37.0266,34.38911,32.96273,33.16387,34.68071,34.23147,32.14584,35.7759,38.43236,42.82051,45.00776,48.37504,49.61485,49.87295,51.79096,51.46,51.07095,44.8441,38.7145,32.98713,27.64227,26.41599,25.08558,23.67569,21.93385,22.1755,..,
260,  Northern America and Europe,..,..,..,..,..,..,..,..,..,..,..,6.29342,5.74052,6.33564,6.57716,6.42738,5.62142,4.77412,4.24795,4.09356,3.88729,3.48608,4.0121,4.29563,4.4327,4.37384,4.35596,4.22719,3.49181,3.51434,3.88149,3.37087,3.4788,3.27807,3.56817,3.0091,2.82856,2.73022,2.62348,2.82919,3.5046,3.63257,3.6127,3.46691,3.39606,3.14574,2.88038,2.89136,..,
261,  Europe,..,..,5.69086,6.09123,6.03708,5.90323,5.5599,5.39265,5.09001,4.94759,4.9413,5.51573,5.68469,6.13851,6.15263,6.12044,5.59278,5.15432,4.82112,5.02646,5.22587,4.59831,4.92724,4.75748,4.81202,5.05807,4.55812,4.45853,3.36029,3.32584,3.99095,3.75148,3.30477,3.29394,3.53077,3.10378,3.28198,3.208,2.85946,2.72134,2.49943,2.24809,2.0164,1.91261,2.30612,2.10277,2.13494,2.15194,..,
262,  Northern America ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.04096,5.67826,4.02656,3.13654,2.31043,1.36533,1.435,2.35674,3.47587,3.7717,3.20319,4.01285,3.84187,3.70244,3.80449,3.71898,2.82667,3.72157,3.25595,3.62213,2.87339,2.18291,2.05696,2.29633,2.9771,4.86963,5.50123,5.77789,5.60984,4.91296,4.61198,3.9389,3.94069,..,
263,UIS Regions,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
264,  World,35.50045,36.07344,35.22823,32.27248,31.28428,29.54756,28.75912,29.24416,31.09186,30.85628,29.46189,28.30113,27.72229,27.32836,26.81217,25.69538,24.41544,23.92368,23.00072,22.10199,22.17706,22.0022,22.19736,21.82196,21.4657,21.62739,21.56024,21.1737,20.21076,19.00491,17.98761,17.41165,16.31381,14.19076,12.98085,12.68332,12.13497,10.95222,10.47852,10.28753,10.06433,9.84192,9.67985,9.73082,9.75475,9.7658,9.72997,9.81407,..,
265,  Arab States,54.33861,54.41146,53.12218,52.00402,51.46723,49.75534,48.27734,47.05253,45.98219,43.42802,41.66396,40.72376,39.78573,38.71207,37.25476,36.43046,35.1327,33.66528,32.62076,32.56926,31.69763,30.76979,34.39975,33.73424,30.75054,32.09073,29.13089,28.6527,27.57586,26.0116,24.44184,22.48961,20.87515,19.64891,18.65352,17.70543,17.23689,15.41033,14.18785,13.74178,12.43079,13.04734,12.04684,13.25999,13.66658,13.23659,12.7174,12.28954,..,
266,  Central and Eastern Europe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.52353,7.69764,8.69818,8.56696,8.57263,7.79839,7.57651,7.95788,7.42569,6.39885,6.09668,5.89464,5.51275,5.67268,5.16147,4.96469,5.25663,4.52402,4.50197,4.73524,4.6207,4.7203,4.31571,4.39118,4.39052,..,
267,  Central Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.18434,6.36168,6.40994,6.80451,7.93337,7.1748,7.18859,7.2009,7.50198,7.39783,7.49937,7.18384,6.67199,5.53578,4.73786,4.49647,4.25023,3.87966,3.07241,..,
268,  East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,..,..,20.01769,19.38916,15.24717,11.90029,8.20791,6.75286,5.74944,6.12569,6.75186,7.3792,8.08489,8.88603,9.82112,10.12004,10.35106,7.99718,5.73429,5.40295,4.94941,2.78159,3.01111,2.93595,4.93484,5.4194,4.29465,4.23467,3.84321,3.47163,3.00013,3.39787,3.77167,3.88129,4.05979,4.3713,4.34201,..,
269,  Latin America and the Caribbean,17.39122,17.00236,16.49822,15.78205,15.19282,15.00724,14.34707,13.40537,12.89084,11.49584,11.26314,10.29976,10.31983,10.29693,10.34012,9.96125,9.95226,9.70936,9.84303,10.42215,9.82978,9.44507,8.62153,8.33358,8.71713,8.69935,8.33768,9.2327,6.30513,5.15827,4.38511,4.34855,4.57835,5.43401,4.81327,4.298,4.71702,5.10324,4.20904,3.68146,3.473,3.49753,3.45985,3.91317,4.18289,4.17622,4.0438,4.15255,..,
270,  North America and Western Europe,..,..,..,..,..,..,8.08353,7.94662,7.68856,7.73442,5.03914,5.12964,4.44556,5.20697,5.65535,5.61226,4.56987,3.467,2.85034,2.39586,1.94642,2.06624,2.84812,3.33645,3.59836,3.04351,3.11606,2.95434,2.28532,2.29818,2.5016,2.03022,2.59348,2.37807,2.70832,2.10202,1.76594,1.75199,1.78726,2.22185,3.23059,3.50629,3.55002,3.38898,3.1182,2.92405,2.60904,2.61416,..,
271,  South and West Asia,57.07317,58.15713,56.13396,51.89474,52.16714,50.04275,49.32948,47.53163,50.72113,51.48219,49.70264,48.29106,48.11041,46.25456,44.21294,44.15244,42.03362,43.67754,40.65619,37.40597,36.97856,36.24733,35.03716,32.71358,30.8808,30.42604,29.9183,29.78766,30.84137,29.90377,27.51081,26.62769,25.07379,17.49102,14.90539,12.96121,11.03306,8.92394,8.16997,8.06758,7.36131,7.71522,7.26946,7.04005,6.96578,6.7982,6.5316,6.83978,..,
272,  Sub-Saharan Africa,..,..,66.87269,65.64007,63.79547,62.16216,61.08373,58.49075,55.7101,52.32816,49.88018,47.5914,45.88651,45.54931,46.23284,47.599,49.40666,50.58962,51.25371,50.75195,51.25874,50.04964,50.13997,49.5583,49.20523,48.76186,50.28085,47.12842,45.98709,44.72492,42.56926,40.60764,39.00263,36.51501,34.55871,32.35358,30.65605,28.55167,27.37772,26.6495,26.6621,25.02237,24.24201,23.62473,23.21419,23.20645,23.02574,22.99368,..,
273,  Small Island Developing States,..,26.6274,25.51222,24.76861,24.39215,23.45258,22.22379,22.14519,22.41538,22.17503,21.89878,22.09977,21.12982,21.40809,22.15319,21.34132,21.31615,23.46527,24.61384,25.15813,26.74663,28.15819,27.94187,27.18018,26.0007,25.47753,24.0071,22.95781,20.97714,21.21535,21.4609,21.86283,21.99363,23.69271,24.25606,24.18084,23.70343,21.79516,21.38341,18.21857,15.21674,12.63395,11.18083,11.18564,11.82234,11.33413,11.24911,11.03201,..,
274,World Bank Income Groups,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
275,  Low income countries,..,..,..,71.07081,69.69004,67.46252,65.21325,63.18616,61.80327,60.67607,58.10779,56.11507,56.85567,55.90988,56.01226,56.35419,56.04625,56.95901,56.63257,56.98803,57.97806,56.29574,56.91897,56.98296,55.86978,54.21765,54.22126,51.38637,50.87199,50.42059,48.22171,45.71881,41.74516,38.78397,36.02614,33.5368,30.64349,28.65712,25.78304,24.76641,24.88513,23.62187,22.50537,22.39894,22.07596,22.36157,22.25512,22.26003,..,
276,  Lower middle income countries,48.9437,49.3341,47.96239,45.58402,45.88634,43.98075,43.17699,41.29361,41.90952,40.89812,39.35803,37.72618,35.8366,34.62368,33.69341,33.8745,33.37605,34.1969,32.6712,31.03873,31.47156,31.07268,30.64446,29.05573,27.62127,27.90443,27.52178,27.13446,27.10258,25.87472,23.8966,22.98226,22.53772,17.94723,16.44723,15.21029,14.1995,12.19843,11.97403,11.70009,10.84617,10.54908,10.46763,10.51335,10.64955,10.6677,10.55145,10.66408,..,
277,  Middle income countries,39.11071,39.74745,38.44358,34.46603,32.99335,30.78774,29.90327,30.62859,33.06205,32.74303,31.46026,30.03012,29.14378,28.50257,27.6139,25.99965,24.33916,23.53043,22.2758,20.94795,20.82779,20.704,20.69196,20.05687,19.63205,20.03758,19.87732,19.61946,18.48257,16.86824,15.72666,15.24896,14.22927,11.79907,10.56915,10.55795,10.28262,8.98367,8.8137,8.63511,8.16267,8.01788,7.97186,8.00301,8.05471,8.01203,7.94178,8.01748,..,
278,  Upper middle income countries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.25828,11.1532,9.78248,8.49883,7.56778,7.67857,8.11815,8.7091,9.66752,10.42027,10.71956,10.74497,8.34583,6.05896,5.66799,5.21771,2.87915,2.96386,2.50008,3.8923,4.50626,4.09014,3.87766,3.73688,3.83231,3.88561,3.86191,3.9122,3.81505,3.66605,3.66776,3.71165,..,
279,  High income countries,8.09279,8.0326,8.04642,7.73078,8.01673,7.74198,7.22689,7.1007,7.03587,7.00144,5.15644,5.28347,5.01713,5.61066,6.03459,5.98582,5.43459,4.84449,4.55813,4.39933,4.23796,4.29091,4.7263,4.83292,4.85684,4.57412,4.60896,4.97771,3.6923,3.60349,3.65224,3.33434,3.60964,3.40775,3.49414,2.99197,2.63332,2.41358,2.29503,2.48862,2.90633,3.12308,3.10319,3.1949,3.0651,2.73795,2.73849,2.75513,..,
280,Data extracted on 01 May 2019 01:04 UTC (GMT) from UIS.Stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Legend:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,+:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,a:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,n:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,‡:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
